station_code,station_name,record_time,temperature,humidity,dew_point,wind_gust,wind_speed,rainfall_current,rainfall_hour,rainfall_day,wind_direction,wind_degree,wind_description,mean_sea_level_pressure,station_pressure
JA,東亞運大馬路,2026-06-26T00:05:00,29.2,85.0,26.5,0.0,0.0,0.0,0.0,0.0,WNW,290.0,西北偏西,1005.6,1004.9
KV,九澳,2026-06-26T00:05:00,28.4,93.0,27.1,18.7,4.7,0.0,0.0,0.0,NW,328.0,西北,1005.8,1002.6
MM,媽閣,2026-06-26T00:05:00,29.7,82.0,26.3,4.7,2.5,0.0,0.0,0.0,WSW,256.0,西南偏西,1005.8,1004.0
MN,澳門大橋北,2026-06-26T00:05:00,,,,18.0,15.1,,,,NE,53.0,東北,,
MS,澳門大橋南,2026-06-26T00:05:00,,,,19.1,15.5,,,,NE,50.0,東北,,
PE,外港,2026-06-26T00:05:00,29.3,81.0,25.7,8.6,6.5,0.0,0.0,0.0,ENE,60.0,東北偏東,1005.4,1003.6
PG,嘉樂庇總督大橋,2026-06-26T00:05:00,,,,7.6,1.8,,,,SW,222.0,西南,,
PL,蓮花大橋,2026-06-26T00:05:00,,,,9.0,6.1,,,,NW,313.0,西北,,
PN,友誼大橋北,2026-06-26T00:05:00,,,,12.2,8.3,,,,ENE,61.0,東北偏東,,
PS,友誼大橋南,2026-06-26T00:05:00,,,,14.4,10.1,,,,ENE,66.0,東北偏東,,
PV,西灣大橋,2026-06-26T00:05:00,,,,6.8,4.7,,,,SW,237.0,西南,,
TG,大潭山,2026-06-26T00:05:00,28.1,88.0,25.8,11.5,4.0,0.0,0.0,0.0,NNE,21.0,東北偏北,1005.7,992.8
UM,澳門大學,2026-06-26T00:05:00,29.6,84.0,26.5,9.4,5.8,0.0,0.0,0.0,WNW,286.0,西北偏西,1005.4,1004.7
DC,路環市區,2026-06-26T02:10:00,27.9,87.0,25.5,9.7,4.7,0.0,0.0,0.0,E,86.0,東,,
DP,紀念孫中山市政公園,2026-06-26T02:10:00,27.8,86.0,25.3,15.1,6.5,0.0,0.0,0.0,ENE,77.0,東北偏東,,
EM,黑沙環,2026-06-26T02:10:00,28.1,84.0,25.1,12.2,6.5,0.0,0.0,0.0,E,89.0,東,,
FM,大炮台,2026-06-26T02:10:00,27.6,85.0,24.7,16.2,9.0,0.0,0.0,0.0,E,96.0,東,,
JA,東亞運大馬路,2026-06-26T02:10:00,28.0,86.0,25.3,10.8,4.3,0.0,0.0,0.0,NE,38.0,東北,1004.9,1004.2
KV,九澳,2026-06-26T02:10:00,27.2,91.0,25.5,11.5,6.1,0.0,0.0,0.0,NE,50.0,東北,1005.2,1001.9
MM,媽閣,2026-06-26T02:10:00,28.1,84.0,25.1,12.6,6.5,0.0,0.0,0.0,ESE,113.0,東南偏東,1005.1,1003.3
MN,澳門大橋北,2026-06-26T02:10:00,,,,16.2,13.3,,,,E,81.0,東,,
MS,澳門大橋南,2026-06-26T02:10:00,,,,17.3,13.7,,,,E,84.0,東,,
PE,外港,2026-06-26T02:10:00,27.8,85.0,25.0,14.8,7.6,0.0,0.0,0.0,E,83.0,東,1004.8,1002.9
PG,嘉樂庇總督大橋,2026-06-26T02:10:00,,,,20.2,16.9,,,,E,80.0,東,,
PL,蓮花大橋,2026-06-26T02:10:00,,,,18.4,7.6,,,,ENE,76.0,東北偏東,,
PN,友誼大橋北,2026-06-26T02:10:00,,,,14.0,9.7,,,,ENE,76.0,東北偏東,,
PS,友誼大橋南,2026-06-26T02:10:00,,,,14.4,11.9,,,,E,89.0,東,,
PV,西灣大橋,2026-06-26T02:10:00,,,,18.0,16.2,,,,E,90.0,東,,
TG,大潭山,2026-06-26T02:10:00,26.8,90.0,25.0,13.7,9.4,0.0,0.0,0.0,E,98.0,東,1005.0,992.1
UM,澳門大學,2026-06-26T02:10:00,28.0,88.0,25.7,15.1,9.0,0.0,0.0,0.0,E,88.0,東,1004.7,1004.0
DC,路環市區,2026-06-26T04:25:00,27.8,91.0,26.2,3.2,1.4,0.0,0.0,0.2,N,1.0,北,,
DP,紀念孫中山市政公園,2026-06-26T04:25:00,27.7,86.0,25.2,5.8,2.9,0.0,0.0,0.0,NE,48.0,東北,,
EM,黑沙環,2026-06-26T04:25:00,28.3,85.0,25.6,9.0,4.7,0.0,0.0,0.0,ENE,71.0,東北偏東,,
FM,大炮台,2026-06-26T04:25:00,27.9,84.0,24.9,7.6,5.0,0.0,0.0,0.0,E,93.0,東,,
JA,東亞運大馬路,2026-06-26T04:25:00,28.0,85.0,25.3,6.5,2.5,0.0,0.0,0.0,NNW,348.0,西北偏北,1004.1,1003.4
KV,九澳,2026-06-26T04:25:00,27.0,94.0,26.0,5.8,0.7,0.0,0.0,0.0,NE,42.0,東北,1004.3,1001.0
MM,媽閣,2026-06-26T04:25:00,28.4,84.0,25.4,6.1,2.5,0.0,0.0,0.0,S,175.0,南,1004.4,1002.5
MN,澳門大橋北,2026-06-26T04:25:00,,,,9.0,5.4,,,,NNE,23.0,東北偏北,,
MS,澳門大橋南,2026-06-26T04:25:00,,,,7.6,4.7,,,,NNE,21.0,東北偏北,,
PE,外港,2026-06-26T04:25:00,28.1,84.0,25.2,6.8,4.7,0.0,0.0,0.0,NE,50.0,東北,1004.0,1002.1
PG,嘉樂庇總督大橋,2026-06-26T04:25:00,,,,8.6,7.9,,,,ENE,72.0,東北偏東,,
PL,蓮花大橋,2026-06-26T04:25:00,,,,6.1,4.7,,,,N,353.0,北,,
PN,友誼大橋北,2026-06-26T04:25:00,,,,7.2,5.4,,,,NE,45.0,東北,,
PS,友誼大橋南,2026-06-26T04:25:00,,,,7.6,5.4,,,,NE,46.0,東北,,
PV,西灣大橋,2026-06-26T04:25:00,,,,10.4,7.9,,,,E,87.0,東,,
TG,大潭山,2026-06-26T04:25:00,26.7,91.0,25.1,6.1,2.5,0.0,0.0,0.0,NW,310.0,西北,1004.2,991.3
UM,澳門大學,2026-06-26T04:25:00,27.7,88.0,25.4,6.8,4.3,0.0,0.0,0.0,NNE,18.0,東北偏北,1003.9,1003.2
DC,路環市區,2026-06-26T06:00:00,27.8,90.0,26.0,3.6,0.7,0.0,0.0,0.2,SE,138.0,東南,,
DP,紀念孫中山市政公園,2026-06-26T06:00:00,28.1,85.0,25.4,3.6,0.4,0.0,0.0,0.0,ENE,69.0,東北偏東,,
EM,黑沙環,2026-06-26T06:00:00,28.9,81.0,25.3,7.6,1.8,0.0,0.0,0.0,N,355.0,北,,
FM,大炮台,2026-06-26T06:00:00,28.2,82.0,24.9,7.2,1.8,0.0,0.0,0.0,WNW,289.0,西北偏西,,
JA,東亞運大馬路,2026-06-26T06:00:00,28.2,86.0,25.8,1.8,0.0,0.0,0.0,0.0,W,275.0,西,1004.6,1003.9
KV,九澳,2026-06-26T06:00:00,27.4,91.0,25.8,0.0,0.0,0.0,0.0,0.0,NNE,29.0,東北偏北,1004.9,1001.6
MM,媽閣,2026-06-26T06:00:00,28.5,85.0,25.7,5.8,3.2,0.0,0.0,0.0,SW,235.0,西南,1004.9,1003.0
MN,澳門大橋北,2026-06-26T06:00:00,,,,7.2,5.4,,,,N,358.0,北,,
MS,澳門大橋南,2026-06-26T06:00:00,,,,7.2,4.3,,,,N,360.0,北,,
PE,外港,2026-06-26T06:00:00,28.5,83.0,25.3,8.3,6.1,0.0,0.0,0.0,NNE,19.0,東北偏北,1004.5,1002.6
PG,嘉樂庇總督大橋,2026-06-26T06:00:00,,,,6.5,5.8,,,,E,94.0,東,,
PL,蓮花大橋,2026-06-26T06:00:00,,,,2.5,1.1,,,,ENE,68.0,東北偏東,,
PN,友誼大橋北,2026-06-26T06:00:00,,,,6.1,4.3,,,,NNE,28.0,東北偏北,,
PS,友誼大橋南,2026-06-26T06:00:00,,,,5.8,4.0,,,,NNE,23.0,東北偏北,,
PV,西灣大橋,2026-06-26T06:00:00,,,,4.7,4.0,,,,ESE,116.0,東南偏東,,
TG,大潭山,2026-06-26T06:00:00,27.0,91.0,25.3,4.0,1.8,0.0,0.0,0.0,NW,316.0,西北,1004.6,991.8
UM,澳門大學,2026-06-26T06:00:00,27.9,90.0,26.1,2.9,0.4,0.0,0.0,0.0,S,175.0,南,1004.4,1003.7
DC,路環市區,2026-06-26T07:35:00,29.8,81.0,26.3,4.7,2.2,0.0,0.0,0.2,S,189.0,南,,
DP,紀念孫中山市政公園,2026-06-26T07:35:00,28.9,85.0,26.1,7.9,1.8,0.0,0.0,0.0,NE,37.0,東北,,
EM,黑沙環,2026-06-26T07:35:00,28.7,82.0,25.4,10.4,5.8,0.0,0.0,0.0,ENE,72.0,東北偏東,,
FM,大炮台,2026-06-26T07:35:00,28.9,81.0,25.3,8.6,6.1,0.0,0.0,0.0,E,94.0,東,,
JA,東亞運大馬路,2026-06-26T07:35:00,29.6,81.0,26.1,5.4,2.9,0.0,0.0,0.0,NW,329.0,西北,1005.3,1004.6
KV,九澳,2026-06-26T07:35:00,29.6,86.0,27.0,7.2,4.3,0.0,0.0,0.0,NE,41.0,東北,1005.5,1002.3
MM,媽閣,2026-06-26T07:35:00,29.3,80.0,25.6,8.3,5.0,0.0,0.0,0.0,S,174.0,南,1005.5,1003.6
MN,澳門大橋北,2026-06-26T07:35:00,,,,12.6,10.1,,,,NE,36.0,東北,,
MS,澳門大橋南,2026-06-26T07:35:00,,,,12.2,9.7,,,,NE,37.0,東北,,
PE,外港,2026-06-26T07:35:00,29.1,81.0,25.4,8.6,4.7,0.0,0.0,0.0,NNE,27.0,東北偏北,1005.1,1003.3
PG,嘉樂庇總督大橋,2026-06-26T07:35:00,,,,11.9,9.0,,,,ENE,76.0,東北偏東,,
PL,蓮花大橋,2026-06-26T07:35:00,,,,5.4,2.9,,,,E,96.0,東,,
PN,友誼大橋北,2026-06-26T07:35:00,,,,10.8,7.2,,,,NE,48.0,東北,,
PS,友誼大橋南,2026-06-26T07:35:00,,,,11.5,9.4,,,,NE,59.0,東北,,
PV,西灣大橋,2026-06-26T07:35:00,,,,9.7,8.6,,,,E,93.0,東,,
TG,大潭山,2026-06-26T07:35:00,29.2,85.0,26.3,5.4,0.7,0.0,0.0,0.0,N,357.0,北,1005.2,992.5
UM,澳門大學,2026-06-26T07:35:00,29.6,80.0,25.8,3.2,0.7,0.0,0.0,0.0,SE,142.0,東南,1005.1,1004.4
DC,路環市區,2026-06-26T09:45:00,30.7,80.0,26.8,9.0,3.6,0.0,0.0,0.2,ESE,115.0,東南偏東,,
DP,紀念孫中山市政公園,2026-06-26T09:45:00,30.7,80.0,26.9,12.6,5.8,0.0,0.0,0.0,ENE,71.0,東北偏東,,
EM,黑沙環,2026-06-26T09:45:00,29.3,83.0,26.1,11.9,5.4,0.0,0.0,0.0,ENE,60.0,東北偏東,,
FM,大炮台,2026-06-26T09:45:00,29.7,81.0,26.0,14.8,9.0,0.0,0.0,0.0,E,90.0,東,,
JA,東亞運大馬路,2026-06-26T09:45:00,29.4,86.0,26.8,14.0,7.6,0.0,0.0,0.0,N,357.0,北,1005.7,1005.0
KV,九澳,2026-06-26T09:45:00,30.2,86.0,27.5,8.6,6.1,0.0,0.0,0.0,NE,36.0,東北,1005.9,1002.7
MM,媽閣,2026-06-26T09:45:00,30.2,79.0,26.1,11.5,6.1,0.0,0.0,0.0,NE,47.0,東北,1006.0,1004.1
MN,澳門大橋北,2026-06-26T09:45:00,,,,13.0,10.1,,,,NE,51.0,東北,,
MS,澳門大橋南,2026-06-26T09:45:00,,,,12.6,10.1,,,,NE,43.0,東北,,
PE,外港,2026-06-26T09:45:00,29.9,81.0,26.2,14.8,7.9,0.0,0.0,0.0,N,8.0,北,1005.6,1003.7
PG,嘉樂庇總督大橋,2026-06-26T09:45:00,,,,17.6,13.7,,,,ENE,69.0,東北偏東,,
PL,蓮花大橋,2026-06-26T09:45:00,,,,11.2,7.2,,,,NE,59.0,東北,,
PN,友誼大橋北,2026-06-26T09:45:00,,,,11.9,8.6,,,,ENE,63.0,東北偏東,,
PS,友誼大橋南,2026-06-26T09:45:00,,,,13.3,10.1,,,,ENE,62.0,東北偏東,,
PV,西灣大橋,2026-06-26T09:45:00,,,,16.9,14.8,,,,E,82.0,東,,
TG,大潭山,2026-06-26T09:45:00,29.1,86.0,26.5,9.0,2.9,0.0,0.0,0.0,N,360.0,北,1005.7,992.9
UM,澳門大學,2026-06-26T09:45:00,29.8,84.0,26.8,13.0,9.0,0.0,0.0,0.0,ENE,74.0,東北偏東,1005.5,1004.8
DC,路環市區,2026-06-26T14:10:00,27.1,94.0,26.0,4.7,1.8,0.0,7.2,8.4,ENE,61.0,東北偏東,,
DP,紀念孫中山市政公園,2026-06-26T14:10:00,26.7,94.0,25.7,7.9,2.5,0.0,3.2,59.0,WSW,247.0,西南偏西,,
EM,黑沙環,2026-06-26T14:10:00,27.6,88.0,25.4,12.2,6.1,0.2,2.0,48.0,S,186.0,南,,
FM,大炮台,2026-06-26T14:10:00,27.2,88.0,25.0,10.4,5.8,0.2,2.0,41.6,SSW,210.0,西南偏南,,
JA,東亞運大馬路,2026-06-26T14:10:00,27.2,93.0,26.1,3.6,1.1,0.0,2.4,34.8,WNW,292.0,西北偏西,1004.5,1003.8
KV,九澳,2026-06-26T14:10:00,26.5,96.0,25.9,4.3,1.1,0.0,5.6,10.6,SSW,201.0,西南偏南,1004.7,1001.4
MM,媽閣,2026-06-26T14:10:00,27.2,91.0,25.6,6.8,2.9,0.0,2.0,45.0,SSW,201.0,西南偏南,1004.7,1002.8
MN,澳門大橋北,2026-06-26T14:10:00,,,,11.5,7.6,,,,SW,235.0,西南,,
MS,澳門大橋南,2026-06-26T14:10:00,,,,5.0,1.8,,,,NW,327.0,西北,,
PE,外港,2026-06-26T14:10:00,27.1,90.0,25.4,13.0,10.4,0.2,2.0,36.2,S,165.0,南,1004.2,1002.3
PG,嘉樂庇總督大橋,2026-06-26T14:10:00,,,,7.9,2.5,,,,WSW,249.0,西南偏西,,
PL,蓮花大橋,2026-06-26T14:10:00,,,,9.0,4.0,,,,S,190.0,南,,
PN,友誼大橋北,2026-06-26T14:10:00,,,,10.8,8.3,,,,SSW,206.0,西南偏南,,
PS,友誼大橋南,2026-06-26T14:10:00,,,,9.7,6.5,,,,WSW,242.0,西南偏西,,
PV,西灣大橋,2026-06-26T14:10:00,,,,8.6,6.1,,,,WSW,252.0,西南偏西,,
TG,大潭山,2026-06-26T14:10:00,26.3,94.0,25.3,6.5,2.2,0.0,2.0,24.2,SW,217.0,西南,1004.5,991.6
UM,澳門大學,2026-06-26T14:10:00,27.0,94.0,25.9,5.4,2.5,0.0,0.4,8.0,SSE,152.0,東南偏南,1004.3,1003.6
DC,路環市區,2026-06-26T17:50:00,28.5,92.0,27.0,3.2,1.1,0.0,0.2,10.0,SE,137.0,東南,,
DP,紀念孫中山市政公園,2026-06-26T17:50:00,28.3,90.0,26.6,6.8,1.4,0.0,0.0,59.8,WNW,292.0,西北偏西,,
EM,黑沙環,2026-06-26T17:50:00,29.1,87.0,26.7,10.4,5.4,0.0,0.0,49.0,S,168.0,南,,
FM,大炮台,2026-06-26T17:50:00,28.3,87.0,25.9,10.4,4.0,0.0,0.0,42.8,SW,225.0,西南,,
JA,東亞運大馬路,2026-06-26T17:50:00,28.5,90.0,26.7,3.2,0.4,0.0,0.0,36.2,SW,222.0,西南,1003.8,1003.1
KV,九澳,2026-06-26T17:50:00,27.6,96.0,26.9,7.6,4.0,0.0,0.0,12.0,SSW,194.0,西南偏南,1004.0,1000.7
MM,媽閣,2026-06-26T17:50:00,28.4,90.0,26.5,9.4,6.1,0.0,0.0,46.2,S,177.0,南,1004.0,1002.2
MN,澳門大橋北,2026-06-26T17:50:00,,,,9.0,6.5,,,,SW,228.0,西南,,
MS,澳門大橋南,2026-06-26T17:50:00,,,,9.0,6.5,,,,WSW,257.0,西南偏西,,
PE,外港,2026-06-26T17:50:00,28.4,90.0,26.5,14.4,10.8,0.0,0.0,37.4,S,162.0,南,1003.6,1001.7
PG,嘉樂庇總督大橋,2026-06-26T17:50:00,,,,7.9,6.5,,,,SW,220.0,西南,,
PL,蓮花大橋,2026-06-26T17:50:00,,,,9.4,6.1,,,,SSE,158.0,東南偏南,,
PN,友誼大橋北,2026-06-26T17:50:00,,,,7.9,6.5,,,,SSW,203.0,西南偏南,,
PS,友誼大橋南,2026-06-26T17:50:00,,,,6.8,5.8,,,,SW,236.0,西南,,
PV,西灣大橋,2026-06-26T17:50:00,,,,8.6,6.5,,,,SW,222.0,西南,,
TG,大潭山,2026-06-26T17:50:00,27.6,93.0,26.4,6.8,2.2,0.0,0.0,25.8,SW,223.0,西南,1003.8,991.0
UM,澳門大學,2026-06-26T17:50:00,28.2,93.0,26.9,8.6,3.2,0.0,0.0,9.6,SSE,156.0,東南偏南,1003.5,1002.8
DC,路環市區,2026-06-26T20:10:00,26.4,91.0,24.8,5.4,3.2,0.0,0.0,17.4,ENE,79.0,東北偏東,,
DP,紀念孫中山市政公園,2026-06-26T20:10:00,26.4,95.0,25.6,0.0,0.0,0.0,0.0,61.6,SE,122.0,東南,,
EM,黑沙環,2026-06-26T20:10:00,27.5,87.0,25.0,7.6,5.8,0.0,0.0,49.4,SE,134.0,東南,,
FM,大炮台,2026-06-26T20:10:00,27.1,87.0,24.7,5.0,2.9,0.0,0.0,43.4,W,269.0,西,,
JA,東亞運大馬路,2026-06-26T20:10:00,26.2,92.0,24.8,4.3,0.7,0.0,0.0,36.6,NW,310.0,西北,1005.1,1004.4
KV,九澳,2026-06-26T20:10:00,25.3,97.0,24.8,5.8,3.6,0.0,0.0,20.2,S,174.0,南,1005.4,1002.1
MM,媽閣,2026-06-26T20:10:00,26.7,89.0,24.7,5.0,2.9,0.0,0.0,48.6,S,167.0,南,1005.3,1003.5
MN,澳門大橋北,2026-06-26T20:10:00,,,,8.3,5.4,,,,WSW,244.0,西南偏西,,
MS,澳門大橋南,2026-06-26T20:10:00,,,,11.9,9.4,,,,W,273.0,西,,
PE,外港,2026-06-26T20:10:00,26.8,88.0,24.6,10.1,8.3,0.0,0.0,38.0,SSE,151.0,東南偏南,1005.0,1003.1
PG,嘉樂庇總督大橋,2026-06-26T20:10:00,,,,7.6,5.0,,,,WSW,242.0,西南偏西,,
PL,蓮花大橋,2026-06-26T20:10:00,,,,7.9,5.8,,,,NW,321.0,西北,,
PN,友誼大橋北,2026-06-26T20:10:00,,,,8.6,4.7,,,,SW,216.0,西南,,
PS,友誼大橋南,2026-06-26T20:10:00,,,,7.6,5.4,,,,W,272.0,西,,
PV,西灣大橋,2026-06-26T20:10:00,,,,7.9,5.4,,,,SW,231.0,西南,,
TG,大潭山,2026-06-26T20:10:00,25.7,94.0,24.7,9.7,5.8,0.0,0.0,28.0,NNW,335.0,西北偏北,1005.2,992.2
UM,澳門大學,2026-06-26T20:10:00,26.1,91.0,24.6,8.3,4.3,0.0,0.0,15.8,WNW,294.0,西北偏西,1005.0,1004.3
DC,路環市區,2026-06-26T23:05:00,26.8,93.0,25.6,5.0,2.5,0.0,0.0,17.4,ESE,114.0,東南偏東,,
DP,紀念孫中山市政公園,2026-06-26T23:05:00,27.1,92.0,25.6,8.3,0.4,0.0,0.0,61.6,ESE,104.0,東南偏東,,
EM,黑沙環,2026-06-26T23:05:00,27.6,88.0,25.5,7.6,5.0,0.0,0.0,49.4,SE,131.0,東南,,
FM,大炮台,2026-06-26T23:05:00,27.3,87.0,24.9,6.8,4.3,0.0,0.0,43.4,SE,126.0,東南,,
JA,東亞運大馬路,2026-06-26T23:05:00,27.2,91.0,25.5,6.5,4.3,0.0,0.0,36.6,SE,138.0,東南,1005.8,1005.1
KV,九澳,2026-06-26T23:05:00,26.1,97.0,25.7,7.2,5.0,0.0,0.0,20.2,SSW,203.0,西南偏南,1006.1,1002.9
MM,媽閣,2026-06-26T23:05:00,27.4,90.0,25.7,6.5,1.8,0.0,0.0,48.6,SE,138.0,東南,1005.9,1004.0
MN,澳門大橋北,2026-06-26T23:05:00,,,,10.1,6.8,,,,S,174.0,南,,
MS,澳門大橋南,2026-06-26T23:05:00,,,,8.3,3.6,,,,SSW,197.0,西南偏南,,
PE,外港,2026-06-26T23:05:00,27.3,89.0,25.4,6.1,3.2,0.0,0.0,38.0,E,96.0,東,1005.6,1003.7
PG,嘉樂庇總督大橋,2026-06-26T23:05:00,,,,6.1,1.1,,,,S,184.0,南,,
PL,蓮花大橋,2026-06-26T23:05:00,,,,6.5,4.0,,,,S,178.0,南,,
PN,友誼大橋北,2026-06-26T23:05:00,,,,9.4,5.4,,,,SE,133.0,東南,,
PS,友誼大橋南,2026-06-26T23:05:00,,,,4.3,2.5,,,,SW,222.0,西南,,
PV,西灣大橋,2026-06-26T23:05:00,,,,5.4,1.4,,,,S,172.0,南,,
TG,大潭山,2026-06-26T23:05:00,26.8,91.0,25.1,10.4,6.8,0.0,0.0,28.0,S,180.0,南,1005.8,992.9
UM,澳門大學,2026-06-26T23:05:00,26.7,94.0,25.7,6.5,3.2,0.0,0.0,15.8,SE,141.0,東南,1005.6,1004.9
DC,路環市區,2026-06-27T01:10:00,27.2,92.0,25.8,3.6,1.1,0.0,0.0,0.0,ESE,105.0,東南偏東,,
DP,紀念孫中山市政公園,2026-06-27T01:10:00,27.3,90.0,25.5,6.5,1.8,0.0,0.0,0.0,NW,306.0,西北,,
EM,黑沙環,2026-06-27T01:10:00,27.7,87.0,25.4,0.0,0.0,0.0,0.0,0.0,E,85.0,東,,
FM,大炮台,2026-06-27T01:10:00,27.2,86.0,24.6,5.8,2.9,0.0,0.0,0.0,SW,239.0,西南,,
JA,東亞運大馬路,2026-06-27T01:10:00,27.3,91.0,25.8,3.6,0.7,0.0,0.0,0.0,WSW,241.0,西南偏西,1005.0,1004.3
KV,九澳,2026-06-27T01:10:00,26.2,97.0,25.8,4.7,1.8,0.0,0.0,0.0,SW,232.0,西南,1005.2,1001.9
MM,媽閣,2026-06-27T01:10:00,27.5,89.0,25.5,3.2,0.7,0.0,0.0,0.0,SSW,201.0,西南偏南,1005.2,1003.3
MN,澳門大橋北,2026-06-27T01:10:00,,,,5.4,3.6,,,,SW,230.0,西南,,
MS,澳門大橋南,2026-06-27T01:10:00,,,,6.1,4.0,,,,SSW,209.0,西南偏南,,
PE,外港,2026-06-27T01:10:00,27.4,88.0,25.3,0.0,0.0,0.0,0.0,0.0,E,97.0,東,1004.8,1002.9
PG,嘉樂庇總督大橋,2026-06-27T01:10:00,,,,7.2,6.1,,,,WSW,254.0,西南偏西,,
PL,蓮花大橋,2026-06-27T01:10:00,,,,4.3,1.8,,,,SW,228.0,西南,,
PN,友誼大橋北,2026-06-27T01:10:00,,,,4.3,3.2,,,,SW,225.0,西南,,
PS,友誼大橋南,2026-06-27T01:10:00,,,,7.2,5.8,,,,W,269.0,西,,
PV,西灣大橋,2026-06-27T01:10:00,,,,2.5,0.0,,,,WSW,240.0,西南偏西,,
TG,大潭山,2026-06-27T01:10:00,26.6,92.0,25.1,6.5,4.7,0.0,0.0,0.0,SSW,210.0,西南偏南,1005.0,992.0
UM,澳門大學,2026-06-27T01:10:00,27.0,92.0,25.7,3.6,0.4,0.0,0.0,0.0,SW,221.0,西南,1004.8,1004.1
DC,路環市區,2026-06-27T03:15:00,26.5,93.0,25.4,4.7,1.4,0.0,0.0,0.0,ENE,74.0,東北偏東,,
DP,紀念孫中山市政公園,2026-06-27T03:15:00,26.9,92.0,25.4,5.0,0.7,0.0,0.0,0.0,W,274.0,西,,
EM,黑沙環,2026-06-27T03:15:00,27.6,89.0,25.6,5.4,1.4,0.0,0.0,0.0,E,96.0,東,,
FM,大炮台,2026-06-27T03:15:00,26.9,87.0,24.5,7.6,3.2,0.0,0.0,0.0,W,270.0,西,,
JA,東亞運大馬路,2026-06-27T03:15:00,26.5,95.0,25.6,0.0,0.0,0.0,0.0,0.0,SW,234.0,西南,1004.2,1003.5
KV,九澳,2026-06-27T03:15:00,25.9,97.0,25.4,5.4,3.2,0.0,0.0,0.0,SW,229.0,西南,1004.4,1001.1
MM,媽閣,2026-06-27T03:15:00,26.9,93.0,25.7,2.2,0.4,0.0,0.0,0.0,WSW,257.0,西南偏西,1004.4,1002.5
MN,澳門大橋北,2026-06-27T03:15:00,,,,9.7,8.3,,,,WSW,249.0,西南偏西,,
MS,澳門大橋南,2026-06-27T03:15:00,,,,6.1,5.0,,,,WSW,253.0,西南偏西,,
PE,外港,2026-06-27T03:15:00,27.1,89.0,25.1,6.1,3.2,0.0,0.0,0.0,SE,144.0,東南,1003.9,1002.1
PG,嘉樂庇總督大橋,2026-06-27T03:15:00,,,,5.4,4.3,,,,SW,239.0,西南,,
PL,蓮花大橋,2026-06-27T03:15:00,,,,1.4,0.0,,,,N,351.0,北,,
PN,友誼大橋北,2026-06-27T03:15:00,,,,6.8,5.4,,,,SW,231.0,西南,,
PS,友誼大橋南,2026-06-27T03:15:00,,,,7.2,6.1,,,,WSW,255.0,西南偏西,,
PV,西灣大橋,2026-06-27T03:15:00,,,,6.5,4.3,,,,WSW,240.0,西南偏西,,
TG,大潭山,2026-06-27T03:15:00,26.5,91.0,24.9,7.9,5.0,0.0,0.0,0.0,SSW,192.0,西南偏南,1004.2,991.3
UM,澳門大學,2026-06-27T03:15:00,26.5,94.0,25.5,0.0,0.0,0.0,0.0,0.0,S,189.0,南,1004.0,1003.3
DC,路環市區,2026-06-27T05:00:00,27.0,92.0,25.6,5.0,2.2,0.0,0.0,0.0,NNE,20.0,東北偏北,,
DP,紀念孫中山市政公園,2026-06-27T05:00:00,26.8,91.0,25.3,3.2,0.0,0.0,0.0,0.0,NW,315.0,西北,,
EM,黑沙環,2026-06-27T05:00:00,27.9,86.0,25.3,8.3,6.1,0.0,0.0,0.0,SE,148.0,東南,,
FM,大炮台,2026-06-27T05:00:00,27.0,88.0,24.8,8.3,2.9,0.0,0.0,0.0,S,189.0,南,,
JA,東亞運大馬路,2026-06-27T05:00:00,26.8,93.0,25.7,1.4,0.0,0.0,0.0,0.0,SSW,196.0,西南偏南,1004.2,1003.5
KV,九澳,2026-06-27T05:00:00,26.0,97.0,25.6,0.0,0.0,0.0,0.0,0.0,WSW,247.0,西南偏西,1004.5,1001.2
MM,媽閣,2026-06-27T05:00:00,26.9,92.0,25.6,7.2,4.3,0.0,0.0,0.0,SE,145.0,東南,1004.5,1002.6
MN,澳門大橋北,2026-06-27T05:00:00,,,,10.4,8.6,,,,WSW,251.0,西南偏西,,
MS,澳門大橋南,2026-06-27T05:00:00,,,,8.3,6.8,,,,W,263.0,西,,
PE,外港,2026-06-27T05:00:00,27.4,89.0,25.5,7.9,4.3,0.0,0.0,0.0,SE,144.0,東南,1004.1,1002.2
PG,嘉樂庇總督大橋,2026-06-27T05:00:00,,,,7.9,7.2,,,,WSW,246.0,西南偏西,,
PL,蓮花大橋,2026-06-27T05:00:00,,,,3.2,0.7,,,,SW,213.0,西南,,
PN,友誼大橋北,2026-06-27T05:00:00,,,,6.5,5.8,,,,SW,212.0,西南,,
PS,友誼大橋南,2026-06-27T05:00:00,,,,7.2,6.5,,,,WSW,250.0,西南偏西,,
PV,西灣大橋,2026-06-27T05:00:00,,,,7.2,6.1,,,,SW,235.0,西南,,
TG,大潭山,2026-06-27T05:00:00,26.4,93.0,25.2,7.9,6.1,0.0,0.0,0.0,WSW,251.0,西南偏西,1004.3,991.4
UM,澳門大學,2026-06-27T05:00:00,27.0,93.0,25.7,5.8,2.2,0.0,0.0,0.0,WNW,286.0,西北偏西,1004.0,1003.3
DC,路環市區,2026-06-27T06:15:00,26.9,93.0,25.7,3.2,1.4,0.0,0.0,0.0,ENE,70.0,東北偏東,,
DP,紀念孫中山市政公園,2026-06-27T06:15:00,27.2,92.0,25.8,0.0,0.0,0.0,0.0,0.0,SW,235.0,西南,,
